Año,Actividad,Sector,Tipo de precios,Código Departamento (DIVIPOLA),Departamento,Valor (miles de millones de pesos),Valor_winsorizado,Actividad_abreviada
2023,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,54,Norte de Santander,985.1,985.1,Actividades artísticas y recreación
2023,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,86,Putumayo,102.68,102.68,Actividades artísticas y recreación
2023,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,63,Quindío,299.53,299.53,Actividades artísticas y recreación
2023,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,66,Risaralda,850.82,850.82,Actividades artísticas y recreación
2023,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",15.57,15.57,Actividades artísticas y recreación
2023,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,68,Santander,1363.24,1363.24,Actividades artísticas y recreación
2023,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,70,Sucre,349.83,349.83,Actividades artísticas y recreación
2023,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,73,Tolima,657.89,657.89,Actividades artísticas y recreación
2023,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,76,Valle del Cauca,3730.54,3730.54,Actividades artísticas y recreación
2023,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,97,Vaupés,4.12,4.12,Actividades artísticas y recreación
2023,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,99,Vichada,8.79,8.79,Actividades artísticas y recreación
2023,Impuestos,Terciario,PIB a precios constantes de 2015,91,Amazonas,36.32,36.32,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,5,Antioquia,14977.26,14977.26,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,81,Arauca,139.21,139.21,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,8,Atlántico,4868.52,4868.52,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,11,Bogotá D.C.,29909.36,21297.31799999997,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,13,Bolívar,4593.93,4593.93,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,15,Boyacá,2101.09,2101.09,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,17,Caldas,1336.87,1336.87,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,18,Caquetá,216.61,216.61,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,85,Casanare,620.71,620.71,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,19,Cauca,1723.07,1723.07,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,20,Cesar,678.82,678.82,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,27,Chocó,125.65,125.65,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,23,Córdoba,1142.93,1142.93,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,25,Cundinamarca,7199.35,7199.35,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,94,Guainía,12.72,12.72,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,95,Guaviare,30.28,30.28,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,41,Huila,1003.81,1003.81,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,44,La Guajira,398.14,398.14,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,47,Magdalena,748.79,748.79,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,50,Meta,1475.12,1475.12,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,52,Nariño,850.01,850.01,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,54,Norte de Santander,968.27,968.27,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,86,Putumayo,135.53,135.53,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,63,Quindío,506.78,506.78,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,66,Risaralda,1512.27,1512.27,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",125.23,125.23,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,68,Santander,12683.95,12683.95,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,70,Sucre,496.18,496.18,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,73,Tolima,1603.98,1603.98,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,76,Valle del Cauca,10815.54,10815.54,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,97,Vaupés,8.84,8.84,Impuestos
2023,Impuestos,Terciario,PIB a precios constantes de 2015,99,Vichada,18.15,18.15,Impuestos
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,91,Amazonas,264.96,264.96,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,5,Antioquia,17714.35,17714.35,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,81,Arauca,2131.05,2131.05,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,8,Atlántico,900.43,900.43,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,11,Bogotá D.C.,28.59,28.59,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,13,Bolívar,3289.45,3289.45,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,15,Boyacá,6071.6,6071.6,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,17,Caldas,3758.6,3758.6,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,18,Caquetá,1182.0,1182.0,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,85,Casanare,3501.09,3501.09,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,19,Cauca,4838.59,4838.59,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,20,Cesar,3339.21,3339.21,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,27,Chocó,1578.17,1578.17,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,23,Córdoba,3857.65,3857.65,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,25,Cundinamarca,16419.45,16419.45,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,94,Guainía,59.19,59.19,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,95,Guaviare,314.91,314.91,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,41,Huila,5998.55,5998.55,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,44,La Guajira,892.46,892.46,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,47,Magdalena,4417.23,4417.23,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,50,Meta,8509.06,8509.06,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,52,Nariño,4440.78,4440.78,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,54,Norte de Santander,3122.03,3122.03,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,86,Putumayo,443.9,443.9,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,63,Quindío,2860.7,2860.7,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,66,Risaralda,2396.33,2396.33,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",36.9,36.9,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,68,Santander,12539.7,12539.7,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,70,Sucre,1423.73,1423.73,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,73,Tolima,7144.15,7144.15,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,76,Valle del Cauca,13262.11,13262.11,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,97,Vaupés,32.27,32.27,Agricultura y pesca
2023,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,99,Vichada,410.01,410.01,Agricultura y pesca
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,91,Amazonas,1.55,1.55,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,5,Antioquia,8307.53,8307.53,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,81,Arauca,3218.85,3218.85,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,8,Atlántico,195.56,195.56,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,11,Bogotá D.C.,521.2,521.2,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,13,Bolívar,1344.74,1344.74,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,15,Boyacá,3150.84,3150.84,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,17,Caldas,488.32,488.32,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,18,Caquetá,17.42,17.42,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,85,Casanare,9227.96,9227.96,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,19,Cauca,216.59,216.59,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,20,Cesar,13751.05,13751.05,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,27,Chocó,1210.06,1210.06,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,23,Córdoba,1061.14,1061.14,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,25,Cundinamarca,1009.18,1009.18,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,94,Guainía,41.36,41.36,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,95,Guaviare,3.98,3.98,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,41,Huila,1407.86,1407.86,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,44,La Guajira,8958.64,8958.64,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,47,Magdalena,86.99,86.99,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,50,Meta,24781.32,21297.31799999997,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,52,Nariño,208.4,208.4,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,54,Norte de Santander,1031.0,1031.0,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,86,Putumayo,1698.75,1698.75,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,63,Quindío,37.19,37.19,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,66,Risaralda,80.12,80.12,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",1.53,1.53,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,68,Santander,3271.54,3271.54,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,70,Sucre,85.12,85.12,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,73,Tolima,949.68,949.68,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,76,Valle del Cauca,178.44,178.44,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,97,Vaupés,1.2,1.2,Minería
2023,Explotación de minas y canteras,Primario,PIB a precios corrientes,99,Vichada,2.41,2.41,Minería
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,91,Amazonas,20.66,20.66,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,5,Antioquia,30950.54,21297.31799999997,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,81,Arauca,160.67,160.67,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,8,Atlántico,10587.76,10587.76,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,11,Bogotá D.C.,28922.05,21297.31799999997,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,13,Bolívar,10271.6,10271.6,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,15,Boyacá,4316.52,4316.52,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,17,Caldas,2729.79,2729.79,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,18,Caquetá,179.78,179.78,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,85,Casanare,730.8,730.8,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,19,Cauca,4272.77,4272.77,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,20,Cesar,961.95,961.95,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,27,Chocó,48.35,48.35,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,23,Córdoba,2954.54,2954.54,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,25,Cundinamarca,18851.0,18851.0,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,94,Guainía,15.1,15.1,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,95,Guaviare,22.35,22.35,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,41,Huila,934.2,934.2,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,44,La Guajira,102.03,102.03,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,47,Magdalena,791.83,791.83,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,50,Meta,1403.99,1403.99,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,52,Nariño,530.44,530.44,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,54,Norte de Santander,1257.58,1257.58,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,86,Putumayo,51.12,51.12,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,63,Quindío,573.16,573.16,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,66,Risaralda,3245.65,3245.65,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",28.53,28.53,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,68,Santander,19870.24,19870.24,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,70,Sucre,821.06,821.06,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,73,Tolima,2908.42,2908.42,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,76,Valle del Cauca,22944.98,21297.31799999997,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,97,Vaupés,0.63,0.7100999999999998,Manufactura
2023,Industrias manufactureras,Secundario,PIB a precios corrientes,99,Vichada,6.79,6.79,Manufactura
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,91,Amazonas,44.14,44.14,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,5,Antioquia,13359.51,13359.51,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,81,Arauca,78.61,78.61,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,8,Atlántico,6738.45,6738.45,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,11,Bogotá D.C.,9534.61,9534.61,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,13,Bolívar,2139.34,2139.34,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,15,Boyacá,3531.74,3531.74,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,17,Caldas,1792.67,1792.67,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,18,Caquetá,65.45,65.45,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,85,Casanare,596.22,596.22,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,19,Cauca,1007.18,1007.18,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,20,Cesar,826.46,826.46,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,27,Chocó,89.04,89.04,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,23,Córdoba,1490.72,1490.72,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,25,Cundinamarca,7875.47,7875.47,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,94,Guainía,2.05,2.05,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,95,Guaviare,12.0,12.0,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,41,Huila,1464.31,1464.31,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,44,La Guajira,1129.68,1129.68,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,47,Magdalena,509.49,509.49,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,50,Meta,703.19,703.19,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,52,Nariño,363.42,363.42,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,54,Norte de Santander,833.06,833.06,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,86,Putumayo,47.16,47.16,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,63,Quindío,366.35,366.35,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,66,Risaralda,726.89,726.89,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",58.66,58.66,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,68,Santander,2924.27,2924.27,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,70,Sucre,360.31,360.31,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,73,Tolima,1104.35,1104.35,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,76,Valle del Cauca,6355.22,6355.22,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,97,Vaupés,1.99,1.99,"Electricidad, agua y saneamiento"
2023,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,99,Vichada,7.18,7.18,"Electricidad, agua y saneamiento"
2023,Construcción,Secundario,PIB a precios corrientes,91,Amazonas,31.35,31.35,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,5,Antioquia,8425.35,8425.35,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,81,Arauca,236.55,236.55,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,8,Atlántico,2422.93,2422.93,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,11,Bogotá D.C.,12756.21,12756.21,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,13,Bolívar,4025.35,4025.35,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,15,Boyacá,2853.02,2853.02,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,17,Caldas,1091.33,1091.33,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,18,Caquetá,323.96,323.96,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,85,Casanare,444.89,444.89,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,19,Cauca,1791.75,1791.75,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,20,Cesar,1254.08,1254.08,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,27,Chocó,222.96,222.96,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,23,Córdoba,1200.09,1200.09,Construcción
2023,Construcción,Secundario,PIB a precios corrientes,25,Cundinamarca,4136.43,4136.43,Construcción
